"Index","strategy"
2003-11-10,0.213072363952516
2003-11-11,0.206853748405982
2003-11-12,0.219125170622925
2003-11-13,0.220114744060439
2003-11-14,0.216403334232876
2003-11-17,0.206082718903992
2003-11-18,0.207153689662426
2003-11-19,0.208609047928623
2003-11-20,0.202258546197338
2003-11-21,0.20338149014623
2003-11-24,0.208461567668972
2003-11-25,0.21276947623401
2003-11-26,0.215204034713719
2003-11-28,0.217181894460679
2003-12-01,0.228604577463248
2003-12-02,0.228936917500324
2003-12-03,0.230359752529275
2003-12-04,0.233246717521282
2003-12-05,0.231867006609698
2003-12-08,0.237676434637754
2003-12-09,0.235365767965168
2003-12-10,0.230888147748719
2003-12-11,0.239504205623684
2003-12-12,0.241495865616191
2003-12-15,0.236228032975466
2003-12-16,0.245610148301729
2003-12-17,0.248628825272996
2003-12-18,0.260902726755406
2003-12-19,0.258094796879367
2003-12-22,0.264438413365482
2003-12-23,0.264140380334736
2003-12-24,0.268559971749917
2003-12-26,0.271100804648629
2003-12-29,0.283853794739312
2003-12-30,0.285889037119596
2003-12-31,0.29012137134071
2004-01-02,0.297076393960491
2004-01-05,0.3170587916715
2004-01-06,0.319240724105856
2004-01-07,0.314545627146431
2004-01-08,0.323900830978303
2004-01-09,0.320843783449422
2004-01-12,0.327029870992376
2004-01-13,0.319293668510694
2004-01-14,0.329055409158257
2004-01-15,0.321979902823189
2004-01-16,0.319445249448318
2004-01-20,0.33112411384386
2004-01-21,0.343436921387046
2004-01-22,0.344968312355387
2004-01-23,0.336205532239803
2004-01-26,0.346570261172574
2004-01-27,0.340264310438488
2004-01-28,0.317797181679489
2004-01-29,0.313107525166882
2004-01-30,0.313545575672867
2004-02-02,0.314821938546817
2004-02-03,0.318353068590004
2004-02-04,0.306788632998528
2004-02-05,0.31073340195764
2004-02-06,0.328992697279987
2004-02-09,0.332526760083763
2004-02-10,0.336821790490925
2004-02-11,0.344583459978749
2004-02-12,0.3403796038331
2004-02-13,0.337071910187716
2004-02-17,0.348044111179025
2004-02-18,0.340491287606908
2004-02-19,0.340534986218894
2004-02-20,0.329780322886876
2004-02-23,0.329511063575103
2004-02-24,0.330628716392844
2004-02-25,0.331027984548386
2004-02-26,0.331796242720702
2004-02-27,0.337302780358616
2004-03-01,0.348927757262551
2004-03-02,0.34352099302628
2004-03-03,0.340436142676764
2004-03-04,0.345707011940608
2004-03-05,0.355399238472886
2004-03-08,0.349137937509743
2004-03-09,0.343105364860826
2004-03-10,0.322874071711356
2004-03-11,0.30694205092549
2004-03-12,0.31538145821541
2004-03-15,0.303677693653523
2004-03-16,0.312166130335845
2004-03-17,0.320098133170074
2004-03-18,0.322213949197681
2004-03-19,0.318786728584166
2004-03-22,0.310495495336929
2004-03-23,0.313287417671205
2004-03-24,0.311637693035026
2004-03-25,0.313735992538721
2004-03-26,0.312253511711336
2004-03-29,0.312522207656568
2004-03-30,0.313742528817188
2004-03-31,0.315441035652435
2004-04-01,0.317057599247297
2004-04-02,0.313321853377525
2004-04-05,0.308314578242273
2004-04-06,0.305114052873805
2004-04-07,0.305491320814547
2004-04-08,0.302808943843213
2004-04-12,0.306086697812363
2004-04-13,0.294967208371052
2004-04-14,0.287770813341936
2004-04-15,0.287188533714573
2004-04-16,0.292101705068495
2004-04-19,0.292213782474834
2004-04-20,0.279629447611841
2004-04-21,0.279518770136733
2004-04-22,0.291684970843959
2004-04-23,0.291900607243637
2004-04-26,0.285746506562403
2004-04-27,0.286730454296578
2004-04-28,0.26897693243063
2004-04-29,0.260341745675648
2004-04-30,0.256548669239362
2004-05-03,0.263320231724201
2004-05-04,0.266427445423379
2004-05-05,0.267861707854302
2004-05-06,0.264295451928769
2004-05-07,0.257899912305324
2004-05-10,0.254341425944533
2004-05-11,0.255011844197448
2004-05-12,0.255195665167829
2004-05-13,0.254956212031112
2004-05-14,0.255530604515056
2004-05-17,0.254992550432612
2004-05-18,0.254992550432612
2004-05-19,0.254992550432612
2004-05-20,0.254992550432612
2004-05-21,0.254992550432612
2004-05-24,0.254992550432612
2004-05-25,0.254992550432612
2004-05-26,0.254992550432612
2004-05-27,0.254635014444506
2004-05-28,0.25538393668923
2004-06-01,0.254583921542076
2004-06-02,0.255550044122053
2004-06-03,0.255377785095307
2004-06-04,0.255732330242611
2004-06-07,0.260558422036399
2004-06-08,0.260947250041782
2004-06-09,0.252066759896854
2004-06-10,0.258192079644711
2004-06-14,0.242087569462637
2004-06-15,0.256189466789721
2004-06-16,0.257521332039283
2004-06-17,0.259602757179602
2004-06-18,0.262054212720517
2004-06-21,0.260904181050701
2004-06-22,0.261443370616464
2004-06-23,0.269940315514517
2004-06-24,0.272896884775249
2004-06-25,0.271091966703762
2004-06-28,0.268978104281501
2004-06-29,0.269917715740309
2004-06-30,0.280297379807067
2004-07-01,0.272060879360575
2004-07-02,0.27634423130881
2004-07-06,0.270582390025448
2004-07-07,0.279338064175549
2004-07-08,0.269901484865059
2004-07-09,0.275877877479625
2004-07-12,0.277326750525327
2004-07-13,0.276432354963442
2004-07-14,0.274653482751063
2004-07-15,0.274658130182458
2004-07-16,0.280995864116115
2004-07-19,0.28227485201033
2004-07-20,0.280457683988557
2004-07-21,0.269807291072397
2004-07-22,0.268675718375145
2004-07-23,0.263151653010736
2004-07-26,0.260175776541978
2004-07-27,0.260727620384315
2004-07-28,0.264285480230377
2004-07-29,0.266954997141459
2004-07-30,0.269643720516237
2004-08-02,0.272267570770053
2004-08-03,0.273474513899145
2004-08-04,0.272703229629446
2004-08-05,0.267670820644662
2004-08-06,0.268355334497023
2004-08-09,0.269899807893758
2004-08-10,0.272003899079849
2004-08-11,0.270292195097507
2004-08-12,0.269841689436101
2004-08-13,0.2700605290096
2004-08-16,0.272643670629735
2004-08-17,0.274196961687539
2004-08-18,0.27675377028269
2004-08-19,0.277234095802668
2004-08-20,0.279679919862101
2004-08-23,0.277816591423942
2004-08-24,0.279727679213174
2004-08-25,0.284914201374627
2004-08-26,0.285435250060972
2004-08-27,0.286182079513244
2004-08-30,0.281865224404414
2004-08-31,0.289855099040926
2004-09-01,0.293910959211541
2004-09-02,0.301216521373262
2004-09-03,0.294600166296759
2004-09-07,0.304568415961971
2004-09-08,0.30150694548563
2004-09-09,0.301570942125512
2004-09-10,0.30463182977944
2004-09-13,0.307883127446571
2004-09-14,0.312126792940964
2004-09-15,0.303000321441524
2004-09-16,0.313715485177173
2004-09-17,0.316036299573585
2004-09-20,0.312445939712371
2004-09-21,0.324680578677115
2004-09-22,0.31023213562525
2004-09-23,0.306752321347297
2004-09-24,0.308662242788559
2004-09-27,0.303129018967401
2004-09-28,0.3134056782382
2004-09-29,0.315280100085666
2004-09-30,0.317963740378538
2004-10-01,0.333532668548895
2004-10-04,0.340023524579994
2004-10-05,0.340224074442654
2004-10-06,0.346286658524557
2004-10-07,0.338705987165937
2004-10-08,0.340200735406516
2004-10-11,0.341591281726862
2004-10-12,0.334072525936457
2004-10-13,0.321862472305397
2004-10-14,0.318129529781124
2004-10-15,0.329009274696535
2004-10-18,0.328358382026091
2004-10-19,0.323965669061116
2004-10-20,0.327138848441443
2004-10-21,0.333097036610693
2004-10-22,0.328050980939627
2004-10-25,0.329953764875943
2004-10-26,0.335664678384647
2004-10-27,0.340653447878643
2004-10-28,0.339574239114833
2004-10-29,0.344736587861168
2004-11-01,0.34721954489698
2004-11-02,0.345296889287519
2004-11-03,0.357985600746198
2004-11-04,0.370237349587381
2004-11-05,0.368641675596631
2004-11-08,0.366505933620532
2004-11-09,0.366258321676578
2004-11-10,0.367210344389165
2004-11-11,0.375660990520166
2004-11-12,0.389575387430763
2004-11-15,0.391202164196285
2004-11-16,0.383192352930975
2004-11-17,0.393388959188921
2004-11-18,0.391955630411218
2004-11-19,0.382010579236701
2004-11-22,0.387852328435915
2004-11-23,0.391976477095158
2004-11-24,0.401828117663572
2004-11-26,0.407835956157817
2004-11-29,0.404676619623347
2004-11-30,0.399429195405786
2004-12-01,0.415239183282677
2004-12-02,0.411325472079362
2004-12-03,0.41563639306825
2004-12-06,0.414175884109254
2004-12-07,0.396652345593099
2004-12-08,0.396498234707628
2004-12-09,0.396484084667029
2004-12-10,0.390715578445114
2004-12-13,0.405225394580639
2004-12-14,0.409583939712622
2004-12-15,0.41958730191144
2004-12-16,0.411569501730068
2004-12-17,0.410835440809856
2004-12-20,0.416835708961507
2004-12-21,0.424922499191581
2004-12-22,0.425819960525182
2004-12-23,0.425496836248087
2004-12-27,0.424222925626088
2004-12-28,0.432826534244392
2004-12-29,0.431477250850978
2004-12-30,0.436017920777648
2004-12-31,0.437381651029287
2005-01-03,0.426123478250054
2005-01-04,0.404819868540186
2005-01-05,0.397223980504878
2005-01-06,0.399876933336648
2005-01-07,0.397150755997241
2005-01-10,0.40019430099424
2005-01-11,0.398546134464482
2005-01-12,0.403354503400654
2005-01-13,0.398962234543565
2005-01-14,0.404950136790248
2005-01-18,0.407544977740051
2005-01-19,0.402976186297461
2005-01-20,0.399354341382775
2005-01-21,0.400450360262286
2005-01-24,0.401937171961964
2005-01-25,0.400489630004127
2005-01-26,0.40432856517049
2005-01-27,0.404467137512853
2005-01-28,0.403713158592731
2005-01-31,0.406576166445069
2005-02-01,0.408664734066816
2005-02-02,0.41007822057807
2005-02-03,0.409286663300325
2005-02-04,0.413605679564898
2005-02-07,0.413865383034994
2005-02-08,0.416934577903154
2005-02-09,0.414797690064775
2005-02-10,0.418946328744546
2005-02-11,0.425853660744675
2005-02-14,0.428701399610077
2005-02-15,0.43196373441507
2005-02-16,0.432742075577345
2005-02-17,0.428826705757998
2005-02-18,0.433524615165405
2005-02-22,0.423719369546247
2005-02-23,0.427841885710189
2005-02-24,0.435402660567806
2005-02-25,0.450452313914634
2005-02-28,0.443988616092635
2005-03-01,0.447056591348889
2005-03-02,0.443976149951634
2005-03-03,0.447697412277317
2005-03-04,0.465057579352431
2005-03-07,0.464391859921924
2005-03-08,0.461530008776008
2005-03-09,0.450488133571137
2005-03-10,0.446720406793851
2005-03-11,0.445028932811508
2005-03-14,0.446418902379632
2005-03-15,0.436310920750004
2005-03-16,0.4326925620824
2005-03-17,0.43844280215895
2005-03-18,0.438637302156918
2005-03-21,0.433146882253512
2005-03-22,0.422485918138378
2005-03-23,0.413868778356691
2005-03-24,0.414370645351765
2005-03-28,0.413761517324713
2005-03-29,0.404129871822307
2005-03-30,0.40881689830308
2005-03-31,0.412407523414935
2005-04-01,0.413082011101312
2005-04-04,0.413215094537342
2005-04-05,0.4134979234731
2005-04-06,0.413631046079572
2005-04-07,0.413631046079572
2005-04-08,0.413072737411605
2005-04-11,0.413546752443122
2005-04-12,0.414022380278196
2005-04-13,0.413554827812721
2005-04-14,0.412891868608234
2005-04-15,0.4133004268096
2005-04-18,0.412993512804118
2005-04-19,0.414410794363615
2005-04-20,0.413246910431768
2005-04-21,0.41313302169184
2005-04-22,0.414101023092041
2005-04-25,0.41591574119767
2005-04-26,0.414507035547514
2005-04-27,0.417430348482383
2005-04-28,0.417126356161444
2005-04-29,0.420461337571705
2005-05-02,0.420324925668405
2005-05-03,0.419798644017161
2005-05-04,0.421923637277935
2005-05-05,0.422007843978132
2005-05-06,0.41958725934544
2005-05-09,0.423059837058206
2005-05-10,0.420433563100686
2005-05-11,0.423214644061706
2005-05-12,0.419551111938238
2005-05-13,0.418089753959517
2005-05-16,0.422343785552882
2005-05-17,0.424186085482995
2005-05-18,0.429583800957012
2005-05-19,0.431708687378821
2005-05-20,0.432127408760411
2005-05-23,0.43352764063517
2005-05-24,0.433677518204351
2005-05-25,0.428946685104224
2005-05-26,0.432462504207045
2005-05-27,0.435187534295257
2005-05-31,0.433945943301946
2005-06-01,0.44153189050015
2005-06-02,0.445308358237476
2005-06-03,0.441246987013967
2005-06-06,0.445640633235417
2005-06-07,0.446414731254488
2005-06-08,0.44542226306638
2005-06-09,0.44935563275122
2005-06-10,0.448299256217967
2005-06-13,0.451090250731846
2005-06-14,0.452922112107893
2005-06-15,0.458368897773271
2005-06-16,0.465117220168043
2005-06-17,0.477087120419915
2005-06-20,0.471699139139335
2005-06-21,0.47000558289157
2005-06-22,0.473173382897894
2005-06-23,0.461408236252263
2005-06-24,0.455680276003549
2005-06-27,0.457342994878218
2005-06-28,0.463026930993531
2005-06-29,0.459728759242252
2005-06-30,0.457290735604792
2005-07-01,0.458913721411657
2005-07-05,0.462950493190801
2005-07-06,0.456331214979294
2005-07-07,0.45697932674057
2005-07-08,0.463882347928644
2005-07-11,0.47258614554048
2005-07-12,0.478475449095994
2005-07-13,0.476162619177906
2005-07-14,0.472616471334465
2005-07-15,0.471220223931111
2005-07-18,0.470338152509874
2005-07-19,0.478321824546144
2005-07-20,0.484357382222291
2005-07-21,0.483645659179626
2005-07-22,0.486165043834707
2005-07-25,0.480524090455167
2005-07-26,0.482310427228069
2005-07-27,0.489813676032623
2005-07-28,0.50065830378971
2005-07-29,0.493190586467717
2005-08-01,0.499617054210494
2005-08-02,0.51429735128294
2005-08-03,0.51658600217726
2005-08-04,0.505194831849121
2005-08-05,0.490560130872513
2005-08-08,0.489778176001958
2005-08-09,0.503007751574973
2005-08-10,0.508033203359112
2005-08-11,0.518490450352849
2005-08-12,0.513393827065931
2005-08-15,0.513297352291166
2005-08-16,0.498073098338133
2005-08-17,0.496347405010758
2005-08-18,0.484256167304038
2005-08-19,0.486943110161961
2005-08-22,0.497338804080012
2005-08-23,0.490544071961819
2005-08-24,0.484450839074112
2005-08-25,0.489511281605976
2005-08-26,0.483339870464816
2005-08-29,0.485851578142231
2005-08-30,0.485909257714982
2005-08-31,0.500571688305457
2005-09-01,0.50849285305469
2005-09-02,0.508463213276412
2005-09-06,0.512209313583923
2005-09-07,0.510677452638156
2005-09-08,0.508545376822944
2005-09-09,0.519835055592695
2005-09-12,0.511218054277858
2005-09-13,0.504422343473125
2005-09-14,0.507885482354299
2005-09-15,0.510565311504364
2005-09-16,0.518292688908015
2005-09-19,0.517142390372504
2005-09-20,0.511934739896372
2005-09-21,0.512193507647828
2005-09-22,0.510797897842723
2005-09-23,0.507484161296397
2005-09-26,0.517456920856986
2005-09-27,0.515014751952104
2005-09-28,0.521308147720479
2005-09-29,0.53293264096808
2005-09-30,0.527278656693552
2005-10-03,0.526502898956029
2005-10-04,0.515508624979626
2005-10-05,0.492856095686951
2005-10-06,0.478375662959257
2005-10-07,0.490107936013075
2005-10-10,0.488359600468543
2005-10-11,0.493446233246516
2005-10-12,0.488140898802714
2005-10-13,0.485645312442852
2005-10-14,0.486542708397314
2005-10-17,0.486088170394252
2005-10-18,0.483417833717037
2005-10-19,0.484807989735806
2005-10-20,0.479976298636211
2005-10-21,0.481732726646825
2005-10-24,0.482165076884105
2005-10-25,0.482443738653854
2005-10-26,0.48243660854032
2005-10-27,0.48187820794639
2005-10-28,0.483543956411724
2005-10-31,0.483921030277602
2005-11-01,0.483457308110998
2005-11-02,0.483850153270138
2005-11-03,0.483544247340144
2005-11-04,0.483555778462908
2005-11-07,0.484367184222102
2005-11-08,0.483501392031376
2005-11-09,0.483212807923279
2005-11-10,0.488626796819312
2005-11-11,0.492040841860855
2005-11-14,0.490083802233416
2005-11-15,0.485260426217169
2005-11-16,0.488493841326541
2005-11-17,0.498924938632059
2005-11-18,0.502753737264467
2005-11-21,0.508082745352083
2005-11-22,0.51438620961717
2005-11-23,0.521503574283085
2005-11-25,0.522120029002274
2005-11-28,0.515528911913403
2005-11-29,0.515528312663622
2005-11-30,0.508408795121158
2005-12-01,0.529325163472139
2005-12-02,0.531723348069103
2005-12-05,0.531443631332025
2005-12-06,0.537376220276086
2005-12-07,0.527890905601602
2005-12-08,0.529136851436188
2005-12-09,0.533012924697862
2005-12-12,0.53860211336349
2005-12-13,0.546117761212973
2005-12-14,0.550036387664206
2005-12-15,0.543506381962487
2005-12-16,0.54410311563093
2005-12-19,0.536810248552002
2005-12-20,0.538878655648293
2005-12-21,0.547935479114818
2005-12-22,0.551773268830253
2005-12-23,0.553988651364702
2005-12-27,0.542468866485267
2005-12-28,0.549784793003107
2005-12-29,0.550487641344416
2005-12-30,0.54502425764381
2006-01-03,0.574049691454661
2006-01-04,0.583309649467632
2006-01-05,0.579390588403263
2006-01-06,0.592772469147255
2006-01-09,0.596650467861821
2006-01-10,0.590286455918711
2006-01-11,0.596002787518816
2006-01-12,0.587179774073402
2006-01-13,0.592526619816246
2006-01-17,0.584997864219084
2006-01-18,0.571119864318854
2006-01-19,0.588064080767287
2006-01-20,0.5668869522961
2006-01-23,0.579469490387914
2006-01-24,0.587722784405207
2006-01-25,0.587186253801836
2006-01-26,0.602375846461372
2006-01-27,0.616276882670141
2006-01-30,0.618266080672186
2006-01-31,0.619358770532718
2006-02-01,0.617478561102108
2006-02-02,0.599585534233352
2006-02-03,0.591191237059832
2006-02-06,0.600538738655738
2006-02-07,0.580333478909509
2006-02-08,0.583568631094618
2006-02-09,0.583909844045547
2006-02-10,0.582155434378398
2006-02-13,0.574346783822004
2006-02-14,0.585583780690184
2006-02-15,0.583235113400636
2006-02-16,0.590616904739901
2006-02-17,0.593437269571673
2006-02-21,0.59205931462462
2006-02-22,0.596899869417718
2006-02-23,0.595472051097563
2006-02-24,0.597282348090729
2006-02-27,0.601048074510061
2006-02-28,0.59081418827882
2006-03-01,0.60307139831324
2006-03-02,0.60152248053965
2006-03-03,0.597021467967287
2006-03-06,0.593286959524563
2006-03-07,0.583271668962339
2006-03-08,0.585027308588609
2006-03-09,0.583594491866638
2006-03-10,0.593570116576643
2006-03-13,0.595676296460198
2006-03-14,0.605682030985678
2006-03-15,0.613953786627978
2006-03-16,0.616450484757846
2006-03-17,0.617177535463845
2006-03-20,0.613751110861982
2006-03-21,0.602518682375433
2006-03-22,0.611993072560403
2006-03-23,0.60902686014628
2006-03-24,0.61345339872809
2006-03-27,0.611929894939113
2006-03-28,0.606723963594872
2006-03-29,0.621362724184551
2006-03-30,0.624063856391861
2006-03-31,0.61889934124244
2006-04-03,0.623974876463588
2006-04-04,0.630253858538526
2006-04-05,0.640167241708505
2006-04-06,0.639700261032528
2006-04-07,0.624965704130927
2006-04-10,0.628202362164567
2006-04-11,0.617526942954082
2006-04-12,0.617978801375524
2006-04-13,0.619263559063912
2006-04-17,0.626706896615983
2006-04-18,0.652819899683343
2006-04-19,0.660140297298038
2006-04-20,0.65386334992143
2006-04-21,0.661923914561055
2006-04-24,0.657793542373216
2006-04-25,0.653242700561815
2006-04-26,0.66074600255231
2006-04-27,0.657835133197903
2006-04-28,0.660592953463299
2006-05-01,0.663308544420453
2006-05-02,0.67839641868793
2006-05-03,0.675360077629563
2006-05-04,0.68149413940507
2006-05-05,0.697883683681021
2006-05-08,0.699485710880168
2006-05-09,0.702559721190587
2006-05-10,0.701643943237426
2006-05-11,0.683212798374523
2006-05-12,0.660381747265467
2006-05-15,0.645468816465343
2006-05-16,0.647002398243174
2006-05-17,0.614091947100369
2006-05-18,0.606288696159941
2006-05-19,0.612128556803612
2006-05-22,0.589423665222145
2006-05-23,0.590972233522827
2006-05-24,0.591490346947431
2006-05-25,0.594350407876902
2006-05-26,0.594977963316684
2006-05-30,0.593536853382394
2006-05-31,0.593998702388673
2006-06-01,0.595311274721058
2006-06-02,0.597360988409164
2006-06-05,0.59555232768624
2006-06-06,0.596226394295139
2006-06-07,0.595898174857986
2006-06-08,0.596498672374932
2006-06-09,0.597427747891165
2006-06-12,0.597427423723764
2006-06-13,0.596919246899526
2006-06-14,0.595244840445998
2006-06-15,0.596418721729439
2006-06-16,0.596095477783939
2006-06-19,0.594891555999321
2006-06-20,0.593924807875857
2006-06-21,0.595086130263308
2006-06-22,0.593344610517346
2006-06-23,0.592642719395833
2006-06-26,0.594039282097651
2006-06-27,0.593153428585947
2006-06-28,0.59456920767402
2006-06-29,0.599183293760964
2006-06-30,0.600741428318433
2006-07-03,0.603426808043889
2006-07-05,0.602674363069508
2006-07-06,0.603701197782502
2006-07-07,0.600396520856288
2006-07-10,0.60198591131368
2006-07-11,0.606349346103975
2006-07-12,0.594883445469502
2006-07-13,0.575488605541777
2006-07-14,0.568265858562445
2006-07-17,0.556760876227247
2006-07-18,0.559356549690486
2006-07-19,0.586986805620407
2006-07-20,0.575921912295663
2006-07-21,0.568420309434296
2006-07-24,0.590934848870826
2006-07-25,0.597515321919419
2006-07-26,0.602435887206873
2006-07-27,0.602569985468804
2006-07-28,0.61689863268415
2006-07-31,0.61435800908253
2006-08-01,0.608122919559099
2006-08-02,0.618215179572693
2006-08-03,0.616209787823043
2006-08-04,0.619673182524962
2006-08-07,0.615782166514528
2006-08-08,0.613765526687315
2006-08-09,0.613592147791897
2006-08-10,0.614161614101049
2006-08-11,0.60725734929224
2006-08-14,0.606698489967387
2006-08-15,0.623744937441947
2006-08-16,0.632696040396814
2006-08-17,0.632063091585221
2006-08-18,0.636741082698301
2006-08-21,0.634799125847155
2006-08-22,0.635182992216712
2006-08-23,0.6238609993822
2006-08-24,0.623521346746138
2006-08-25,0.624662070926862
2006-08-28,0.630675258341877
2006-08-29,0.637309100204573
2006-08-30,0.639004393413972
2006-08-31,0.641864868899359
2006-09-01,0.652236756141243
2006-09-05,0.657538275284621
2006-09-06,0.641547124983099
2006-09-07,0.633050864336757
2006-09-08,0.637573950907008
2006-09-11,0.630748690195013
2006-09-12,0.64552656957008
2006-09-13,0.648420784934903
2006-09-14,0.645135219129832
2006-09-15,0.647508614255739
2006-09-18,0.651739593618406
